Id,Name,Email,Gender,Age,GPA,Intership,extracurricular_activities,Study Hours,Sleep Hours,social_platform_preference,daily_social_media_time,stress_level,Department,Attendance (%),Grade,DataBase_score,sychology_score,AI_score,Calculus_score,ComputerNetwork_score,MobileAppDev_Score
486,Selena,selena.castro.486@gslingacademy.com,female,22,3.28,TRUE,FALSE,3.5,5.5,Instagram,4.938455978,9,Physics,55,BB,65,96,61,78,77,95
487,Whitney,whitney.miller.487@gslingacademy.com,female,24,3.97,FALSE,FALSE,3.6,9.6,Instagram,1.29788276,2,Computer Science,52,AA,94,89,91,95,70,75
488,Brenda,brenda.mooney.488@gslingacademy.com,female,24,3.07,FALSE,FALSE,6.4,8.3,Instagram,4.941416336,10,Biology,61,BA,97,60,53,93,78,81
489,Angela,angela.allen.489@gslingacademy.com,female,19,2.14,TRUE,FALSE,0.8,9.4,Twitter,5.604004801,6,Computer Science,56,AA,64,93,74,94,74,76
490,Erica,erica.cohen.490@gslingacademy.com,female,25,3.52,FALSE,FALSE,3.4,9,Facebook,8.343672153,1,Physics,49,CB,50,67,78,73,90,91
491,Kelly,kelly.sanders.491@gslingacademy.com,female,18,3.16,FALSE,TRUE,4,9.2,Telegram,3.992446985,2,Physics,55,AA,76,61,75,62,79,94
492,Michael,michael.clark.492@gslingacademy.com,male,21,2.84,FALSE,FALSE,5.5,8.9,TikTok,5.18100562,9,Mathematics,47,CC,83,63,83,69,94,80
493,Tammy,tammy.fields.493@gslingacademy.com,female,18,3.86,FALSE,TRUE,3.7,8.2,Facebook,3.919391574,6,Biology,43,BB,97,96,64,76,77,61
494,Steven,steven.pennington.494@gslingacademy.com,male,25,2.3,FALSE,FALSE,3.7,6.9,Telegram,4.26534015,3,Chemistry,73,BB,99,98,86,100,86,87
495,Matthew,matthew.chavez.495@gslingacademy.com,male,23,2.7,FALSE,FALSE,3.9,9.7,Instagram,5.183425747,7,Physics,50,CC,65,98,68,99,94,79
496,Stephen,stephen.gallagher.496@gslingacademy.com,male,20,3.77,FALSE,FALSE,7.7,6.6,TikTok,0,9,Mathematics,57,CB,62,82,76,64,91,79
497,Victoria,victoria.anderson.497@gslingacademy.com,female,25,3.39,FALSE,FALSE,5.7,9.2,Facebook,3.588492329,4,Chemistry,73,BB,84,81,80,80,84,70
498,Thomas,thomas.schroeder.498@gslingacademy.com,male,22,3.2,FALSE,FALSE,4,9.3,TikTok,3.652249214,3,Chemistry,44,CC,72,93,97,69,78,87
499,Mark,mark.sanchez.499@gslingacademy.com,male,21,3.95,FALSE,FALSE,3.2,6.9,Twitter,1.788185601,3,Biology,55,BA,84,70,68,71,85,70
500,Katelyn,katelyn.moses.500@gslingacademy.com,female,21,2.11,FALSE,FALSE,3.9,8.9,TikTok,4.132,2,Physics,49,CC,78,96,90,94,76,88
501,Corey,corey.davis.501@gslingacademy.com,male,20,2.76,FALSE,FALSE,3.4,9.2,Facebook,2.072584424,6,Biology,44,BB,72,99,100,94,77,84
502,Susan,susan.klein.502@gslingacademy.com,female,23,3,TRUE,TRUE,3.5,9.4,Instagram,3.123,7,Mathematics,41,CC,81,99,67,87,76,60
503,John,john.martinez.503@gslingacademy.com,male,25,2.85,FALSE,FALSE,8,7.9,Instagram,2.576179159,2,Chemistry,76,BB,78,79,95,86,89,100
504,Kendra,kendra.robertson.504@gslingacademy.com,female,22,3.97,FALSE,FALSE,5.6,6.2,TikTok,3.568090875,9,Physics,46,BA,77,99,61,72,92,70
505,Tamara,tamara.olson.505@gslingacademy.com,female,24,3.52,FALSE,FALSE,4,9.4,Facebook,1.137736381,10,Computer Science,62,CC,85,80,93,68,75,90
506,Sara,sara.frazier.506@gslingacademy.com,female,23,3.37,FALSE,FALSE,4.3,9,Instagram,3.305583057,1,Physics,48,AA,94,94,83,91,65,96
507,Morgan,morgan.moore.507@gslingacademy.com,female,20,3.41,FALSE,TRUE,3.5,8.8,TikTok,3.685117751,8,Computer Science,42,CC,89,95,93,92,99,88
508,Eric,eric.snyder.508@gslingacademy.com,male,25,2.86,FALSE,TRUE,6.9,5.4,Facebook,0.477405844,10,Biology,58,CC,62,91,82,76,70,64
509,Paul,paul.hale.509@gslingacademy.com,male,20,3.86,FALSE,FALSE,4.1,8.5,Instagram,0.262815365,4,Physics,67,DD,95,92,61,84,81,82
510,Dale,dale.martinez.510@gslingacademy.com,male,21,2.99,FALSE,FALSE,3.9,9.7,Twitter,4.600620573,2,Computer Science,62,DC,89,94,74,60,77,77
511,Sandra,sandra.prince.511@gslingacademy.com,female,19,3.23,FALSE,FALSE,5.1,8.9,Telegram,3.264989518,6,Computer Science,57,DC,67,94,74,84,95,65
512,Dawn,dawn.poole.512@gslingacademy.com,female,20,2.51,FALSE,FALSE,4.5,9.1,TikTok,0.963205988,8,Biology,50,DC,70,75,96,63,82,80
513,Emily,emily.jordan.513@gslingacademy.com,female,21,2.38,FALSE,FALSE,3.5,8.3,Facebook,2.171225376,5,Computer Science,43,DD,99,96,94,95,92,95
514,John,john.owen.514@gslingacademy.com,male,24,3.25,FALSE,FALSE,3,6.7,Facebook,3.945596479,1,Chemistry,52,DD,72,85,69,63,99,68
515,Andrew,andrew.best.515@gslingacademy.com,male,24,2.14,TRUE,FALSE,3.4,9.6,Instagram,1.160381421,6,Chemistry,42,CB,92,79,69,85,71,95
516,Holly,holly.burns.516@gslingacademy.com,female,23,3.75,FALSE,FALSE,3.8,9,Twitter,6.088068756,2,Biology,47,DD,100,88,95,85,94,93
517,Alicia,alicia.rodriguez.517@gslingacademy.com,female,18,2.2,FALSE,FALSE,5.1,8.3,TikTok,4.120919423,7,Physics,53,CB,78,87,72,91,88,93
518,Erin,erin.ray.518@gslingacademy.com,female,25,2.77,FALSE,FALSE,1.5,9.7,Telegram,4.659399523,9,Biology,52,BB,84,61,98,63,66,80
519,Todd,todd.griffith.519@gslingacademy.com,male,20,2.99,FALSE,FALSE,9.7,6.8,Instagram,3.34356508,5,Biology,81,CB,87,92,61,75,62,94
520,Melinda,melinda.payne.520@gslingacademy.com,female,21,2.48,FALSE,FALSE,3.8,8.3,TikTok,4.218155506,9,Computer Science,41,BB,91,69,97,89,84,66
521,Cynthia,cynthia.williams.521@gslingacademy.com,female,23,3.63,FALSE,FALSE,5.7,8,TikTok,7.231509705,5,Computer Science,69,DD,77,98,63,88,64,60
522,Jenny,jenny.washington.522@gslingacademy.com,female,20,3.03,FALSE,FALSE,3,9.7,TikTok,2.119988383,2,Chemistry,44,DD,65,55,62,56,91,81
523,Angela,angela.joyce.523@gslingacademy.com,female,23,3.65,FALSE,FALSE,4.2,5.9,Facebook,2.225167374,7,Physics,73,DD,100,100,98,83,75,72
524,William,william.alvarado.524@gslingacademy.com,male,23,3.32,TRUE,FALSE,3.1,8,Twitter,7.211682783,7,Physics,59,CB,78,95,82,53,59,66
525,Michael,michael.mercer.525@gslingacademy.com,male,18,3.37,FALSE,FALSE,2.7,9.1,Facebook,5.601007693,6,Biology,43,CC,90,87,70,96,75,93
526,Erin,erin.miller.526@gslingacademy.com,female,22,2.41,TRUE,FALSE,2,9.2,Instagram,321.12,9,Computer Science,45,DC,77,96,95,63,57,90
527,Robert,robert.heath.527@gslingacademy.com,male,25,3.8,FALSE,FALSE,6,9.3,Telegram,1.430970353,1,Computer Science,54,DC,68,91,79,98,71,89
528,Deborah,deborah.rojas.528@gslingacademy.com,female,23,2.9,FALSE,TRUE,6.7,6.9,TikTok,2.169230155,0,Chemistry,75,DC,96,55,72,55,50,64
529,Diana,diana.jones.529@gslingacademy.com,female,24,3.44,FALSE,FALSE,3.5,8.6,Instagram,7.067398737,5,Physics,62,DC,93,96,94,91,96,87
530,Meredith,meredith.clark.530@gslingacademy.com,female,18,2.51,FALSE,TRUE,7,9.1,Twitter,3.180424153,1,Physics,61,DC,69,77,72,63,84,99
531,Christina,christina.garrett.531@gslingacademy.com,female,20,2.02,FALSE,FALSE,3.2,6.3,Facebook,5.107831806,10,Physics,50,DD,90,76,95,94,99,94
532,Daniel,daniel.jackson.532@gslingacademy.com,male,21,3.37,FALSE,FALSE,3.2,5.4,Twitter,3.481334012,2,Physics,40,CB,66,89,69,100,88,79
533,Bradley,bradley.robinson.533@gslingacademy.com,male,21,3.72,TRUE,FALSE,3.9,5,Twitter,3.643753054,1,Physics,50,DC,70,92,81,85,55,76
534,Phyllis,phyllis.schneider.534@gslingacademy.com,female,18,2.04,TRUE,FALSE,3.5,7.2,Instagram,4.188820268,4,Computer Science,55,CC,63,87,73,89,77,66
535,Thomas,thomas.clark.535@gslingacademy.com,male,21,2.08,FALSE,TRUE,5.3,9.5,Instagram,3.180424153,8,Chemistry,54,DD,74,79,66,92,57,61
536,Gregory,gregory.gonzalez.536@gslingacademy.com,male,22,2.5,FALSE,FALSE,1.4,6.4,Instagram,2.489209928,9,Computer Science,46,DC,98,70,64,65,78,83
537,Michelle,michelle.roth.537@gslingacademy.com,female,24,2.9,FALSE,FALSE,3.1,6.4,Twitter,6.164068142,4,Physics,58,DD,85,69,91,77,88,75
538,Christopher,christopher.murphy.538@gslingacademy.com,male,22,3.18,FALSE,FALSE,3,5.7,TikTok,2.56701627,4,Chemistry,62,DD,76,88,72,92,81,89
539,Mark,mark.davis.539@gslingacademy.com,male,18,3.77,FALSE,FALSE,3.7,5.9,Instagram,4.051643486,3,Computer Science,58,DC,74,83,61,81,72,98
540,Lauren,lauren.harrington.540@gslingacademy.com,female,24,2.02,FALSE,TRUE,4.8,8.5,Facebook,5.15322069,4,Mathematics,52,DD,90,96,92,68,97,73
541,Michelle,michelle.owens.541@gslingacademy.com,female,21,3.26,TRUE,FALSE,5.8,10,Instagram,4.143277318,10,Mathematics,56,DD,53,52,64,89,76,70
542,Scott,scott.weaver.542@gslingacademy.com,male,25,2.3,FALSE,FALSE,2.8,8.5,Facebook,4.523372354,8,Mathematics,51,DD,91,90,95,99,95,99
543,Monica,monica.williams.543@gslingacademy.com,female,21,3.86,FALSE,FALSE,3.6,9.5,Instagram,0,1,Physics,53,BB,99,95,65,56,79,98
544,Kathryn,kathryn.hampton.544@gslingacademy.com,female,23,3.98,FALSE,FALSE,7,8.6,Instagram,3.468978228,8,Chemistry,75,DD,63,92,84,79,66,96
545,Christina,christina.shields.545@gslingacademy.com,female,25,3.07,TRUE,FALSE,3.9,9.5,Telegram,5.57504838,2,Chemistry,58,DD,98,87,90,92,88,100
546,Andrew,andrew.thomas.546@gslingacademy.com,male,19,2.14,FALSE,FALSE,5.2,6,TikTok,7.513480011,8,Chemistry,55,DC,75,87,63,85,88,75
547,Holly,holly.sexton.547@gslingacademy.com,female,22,3.85,FALSE,FALSE,5.9,8.8,Twitter,3.180424153,4,Biology,66,DC,54,58,97,58,51,80
548,Christopher,christopher.peterson.548@gslingacademy.com,male,21,3.19,FALSE,TRUE,3.6,6.3,Facebook,3.519524198,6,Computer Science,59,DD,65,89,99,84,84,86
549,Eric,eric.murray.549@gslingacademy.com,male,18,2.03,FALSE,FALSE,3.1,9.4,TikTok,4.177823298,1,Chemistry,46,BA,97,99,94,85,97,97
550,Kristina,kristina.watson.550@gslingacademy.com,female,24,3.64,TRUE,FALSE,4.9,10,Telegram,4.457246049,6,Physics,53,BA,93,90,89,64,63,82
551,Greg,greg.martin.551@gslingacademy.com,male,21,2.55,TRUE,FALSE,1.2,8.7,Telegram,0,7,Biology,60,BA,50,54,88,90,91,95
552,Paul,paul.shaffer.552@gslingacademy.com,male,19,2.71,FALSE,FALSE,4,7.7,Instagram,0.692379615,1,Physics,40,AA,90,100,94,97,98,98
553,Alexander,alexander.daniel.553@gslingacademy.com,male,22,2.51,TRUE,FALSE,3.6,8.6,Facebook,3.287594369,7,Computer Science,55,BA,84,92,98,98,83,87
554,Carla,carla.davis.554@gslingacademy.com,female,18,3.99,FALSE,FALSE,3.9,9.7,TikTok,2.844807789,9,Mathematics,61,AA,63,71,73,66,90,91
555,Chelsea,chelsea.clark.555@gslingacademy.com,female,19,3.47,FALSE,FALSE,2.8,9.9,Facebook,2.24999068,4,Physics,58,AA,95,92,90,67,81,66
556,Justin,justin.douglas.556@gslingacademy.com,male,21,3.78,FALSE,FALSE,3.6,9.5,Facebook,3.776817541,5,Physics,72,AA,98,92,100,94,93,86
557,Charles,charles.reid.557@gslingacademy.com,male,19,3.71,FALSE,TRUE,9.9,6.6,Twitter,4.007987018,4,Computer Science,57,AA,99,87,69,89,93,85
558,Courtney,courtney.moreno.558@gslingacademy.com,female,18,2.59,FALSE,FALSE,6.3,8.4,Instagram,0,4,Chemistry,81,BA,94,62,65,77,77,95
559,Justin,justin.mitchell.559@gslingacademy.com,male,20,2.62,FALSE,TRUE,1.4,9.9,Telegram,0.253044831,1,Chemistry,42,AA,79,67,60,69,80,98
560,Bruce,bruce.woods.560@gslingacademy.com,male,19,3,FALSE,TRUE,6.4,6.5,Twitter,2.170445314,0,Computer Science,51,Fail,68,61,75,64,76,66
561,Christopher,christopher.hines.561@gslingacademy.com,male,20,2.78,FALSE,FALSE,2.5,7.7,Telegram,4.125957865,6,Physics,42,BA,94,64,84,66,61,72
562,Theodore,theodore.williams.562@gslingacademy.com,male,20,2.45,FALSE,FALSE,8.1,8.2,TikTok,2.588997192,2,Biology,92,AA,73,89,75,99,89,71
563,Jennifer,jennifer.valdez.563@gslingacademy.com,female,20,2.58,TRUE,FALSE,3.9,8.4,Twitter,1.917767834,1,Computer Science,72,BB,92,81,73,71,71,84
564,Alexandra,alexandra.day.564@gslingacademy.com,female,24,2.98,FALSE,FALSE,9.5,6,Telegram,5.858850759,3,Chemistry,74,BA,75,83,73,92,91,71
565,John,john.pacheco.565@gslingacademy.com,male,21,3.14,FALSE,FALSE,5.4,7.2,Facebook,4.33390553,10,Physics,68,BB,91,75,64,67,93,65
566,Sherry,sherry.brown.566@gslingacademy.com,female,23,3.59,FALSE,TRUE,2.3,7.2,Facebook,3.180424153,1,Computer Science,62,AA,88,82,100,73,96,75
567,Douglas,douglas.clark.567@gslingacademy.com,male,22,2.22,FALSE,FALSE,5.1,8.9,Instagram,6.612663135,4,Chemistry,56,Fail,88,97,77,96,96,74
568,Alex,alex.farmer.568@gslingacademy.com,male,22,3.12,TRUE,TRUE,3.7,6.6,Telegram,3.202255881,1,Physics,51,BB,82,96,64,82,94,81
569,Brandon,brandon.gonzales.569@gslingacademy.com,male,19,3.44,FALSE,TRUE,3.2,9.7,Twitter,4.910629015,5,Computer Science,44,AA,77,65,72,94,88,77
570,Wayne,wayne.trevino.570@gslingacademy.com,male,24,2.54,FALSE,TRUE,6.6,5.2,TikTok,1.076038289,9,Chemistry,53,CB,92,100,82,85,70,69
571,Pamela,pamela.horne.571@gslingacademy.com,female,25,2.1,FALSE,TRUE,3.8,8,Facebook,0.204468656,10,Biology,65,BB,90,88,100,71,98,96
572,Michael,michael.schaefer.572@gslingacademy.com,male,23,3.98,TRUE,TRUE,6.2,7.5,Twitter,1.388152429,5,Biology,56,BB,68,78,51,77,72,78
573,Carlos,carlos.ramirez.573@gslingacademy.com,male,25,3.71,FALSE,FALSE,7.9,5.7,Instagram,4.072406291,4,Computer Science,79,AA,72,92,88,92,77,84
574,Antonio,antonio.lucero.574@gslingacademy.com,male,19,2.98,FALSE,TRUE,5.3,6.2,Instagram,2.74442347,4,Biology,56,BA,70,76,73,81,85,80
575,Terry,terry.ashley.575@gslingacademy.com,male,25,2.01,TRUE,FALSE,3,9.1,TikTok,2.658163892,10,Physics,52,Fail,51,54,72,75,60,88
576,Rita,rita.cochran.576@gslingacademy.com,female,25,2.09,FALSE,FALSE,3.2,9,Facebook,3.47054918,10,Physics,46,BA,78,91,97,86,93,77
577,Joseph,joseph.gregory.577@gslingacademy.com,male,25,3.11,FALSE,FALSE,3.8,10,Telegram,3.304627749,8,Physics,69,Fail,76,98,68,86,91,82
578,Alexandra,alexandra.robinson.578@gslingacademy.com,female,22,2,FALSE,FALSE,2.6,9.9,Telegram,5.458430331,2,Computer Science,52,Fail,92,87,96,92,90,88
579,Tina,tina.sparks.579@gslingacademy.com,female,19,3.9,FALSE,TRUE,3.8,6.1,Facebook,3.180424153,8,Computer Science,53,CC,69,70,61,100,65,81
580,Christopher,christopher.buchanan.580@gslingacademy.com,male,22,2.63,TRUE,FALSE,3.7,6,TikTok,0.15503691,3,Mathematics,55,CC,89,59,68,79,83,68
581,Christina,christina.guerrero.581@gslingacademy.com,female,24,2.61,FALSE,TRUE,4.7,9.5,TikTok,6.271657999,3,Biology,72,AA,83,75,99,100,91,74
582,Jessica,jessica.hutchinson.582@gslingacademy.com,female,18,2.04,FALSE,FALSE,3.5,9.7,Instagram,2.0652201,8,Physics,63,CB,85,91,69,76,92,94
583,Tyler,tyler.carrillo.583@gslingacademy.com,male,22,3.27,FALSE,FALSE,6.9,5.5,Telegram,5.408926923,7,Mathematics,62,BB,74,88,92,72,97,64
584,Lindsay,lindsay.brady.584@gslingacademy.com,female,21,3.27,FALSE,FALSE,3.3,9.8,Instagram,3.806225888,3,Chemistry,50,BB,74,70,65,99,74,62
585,Gary,gary.rivera.585@gslingacademy.com,male,24,3.41,FALSE,FALSE,4.4,9.5,Telegram,5.938628736,9,Mathematics,66,AA,85,89,74,78,87,82
586,Luke,luke.moore.586@gslingacademy.com,male,24,2.08,FALSE,FALSE,7.5,8.3,Twitter,1.755075485,4,Computer Science,71,AA,78,63,78,80,67,97
587,Tanya,tanya.green.587@gslingacademy.com,female,24,3.96,FALSE,FALSE,4.3,9.9,Twitter,4.742281229,9,Physics,46,AA,91,65,65,61,88,95
588,Bryan,bryan.lee.588@gslingacademy.com,male,23,3.42,FALSE,FALSE,7.6,5.8,TikTok,0,5,Physics,64,AA,91,89,90,90,91,99
589,Melanie,melanie.bridges.589@gslingacademy.com,female,24,2.51,FALSE,FALSE,3.9,8.2,Telegram,1.662388261,4,Mathematics,61,AA,85,90,90,96,89,96
590,Eric,eric.bowers.590@gslingacademy.com,male,21,2.14,TRUE,FALSE,3.6,9.8,TikTok,6.36193642,4,Chemistry,45,BA,90,85,95,100,96,88
591,Meredith,meredith.reed.591@gslingacademy.com,female,21,2.34,TRUE,FALSE,3.8,8.3,Instagram,1.507857749,6,Biology,77,CC,64,80,97,85,94,60
592,David,david.brown.592@gslingacademy.com,male,22,2.92,TRUE,FALSE,3.9,7,Instagram,1.41819374,0,Mathematics,65,BA,84,62,95,71,85,87
593,William,william.johns.593@gslingacademy.com,male,21,2.24,TRUE,FALSE,3,8.9,Instagram,0.764528233,3,Physics,54,CC,73,70,85,67,91,98
594,Eric,eric.patton.594@gslingacademy.com,male,23,2.06,TRUE,FALSE,6.1,8.1,Instagram,0,10,Computer Science,69,Fail,99,95,61,62,77,99
595,Wendy,wendy.warner.595@gslingacademy.com,female,25,2.17,FALSE,FALSE,4.2,8.2,Twitter,3.316876871,10,Biology,60,BA,93,93,94,81,81,78
596,Timothy,timothy.powell.596@gslingacademy.com,male,18,2.57,FALSE,TRUE,3.6,6.2,TikTok,2.673961782,6,Chemistry,47,Fail,100,97,94,65,62,76
597,Victoria,victoria.thompson.597@gslingacademy.com,female,23,2.71,TRUE,TRUE,3.2,9.5,Telegram,3.777299537,1,Physics,56,Fail,91,63,67,74,71,88
598,Jeremy,jeremy.brown.598@gslingacademy.com,male,22,2.22,FALSE,TRUE,3.2,8.2,Telegram,0,4,Chemistry,45,AA,95,84,66,99,91,70
599,Barbara,barbara.schneider.599@gslingacademy.com,female,19,3.23,FALSE,TRUE,8.8,5.4,TikTok,2.921834679,6,Mathematics,98,BA,83,73,93,46,91,70
600,Lindsay,lindsay.morales.600@gslingacademy.com,female,21,3.9,FALSE,FALSE,3.3,9.7,TikTok,0.149776886,1,Computer Science,50,BA,97,91,84,89,82,75
601,Gary,gary.patel.601@gslingacademy.com,male,19,3.15,FALSE,FALSE,6.1,8.1,TikTok,2.119723494,6,Mathematics,42,AA,98,88,89,75,91,92
602,Michelle,michelle.ortiz.602@gslingacademy.com,female,20,2.8,FALSE,FALSE,5,8.9,TikTok,2.524310224,4,Physics,57,BA,77,62,62,80,88,83
603,Susan,susan.lynch.603@gslingacademy.com,female,23,3.16,FALSE,FALSE,6.1,6.4,Instagram,2.937152273,3,Mathematics,83,BA,93,91,92,97,95,99
604,Tammy,tammy.hernandez.604@gslingacademy.com,female,19,3.75,FALSE,FALSE,3.6,8.8,Facebook,3.180424153,6,Chemistry,64,BB,85,91,67,98,61,64
605,Jennifer,jennifer.guerra.605@gslingacademy.com,female,23,2.95,FALSE,FALSE,3.8,8.4,Telegram,0.476176565,2,Physics,64,AA,67,85,60,100,63,64
606,Kelly,kelly.schwartz.606@gslingacademy.com,female,22,3.55,FALSE,TRUE,3.4,7.8,Telegram,2.102860297,1,Physics,44,AA,74,89,79,86,93,95
607,Brittany,brittany.orozco.607@gslingacademy.com,female,24,2.29,FALSE,TRUE,4,9.8,Telegram,7.570500483,8,Chemistry,64,BB,74,94,84,77,82,85
608,Samantha,samantha.alvarado.608@gslingacademy.com,female,18,3.3,TRUE,FALSE,4,8.1,Telegram,2.843363372,4,Mathematics,58,AA,64,79,75,93,82,60
609,Christopher,christopher.anderson.609@gslingacademy.com,male,23,2.44,FALSE,FALSE,4.7,8.6,Twitter,2.614266617,2,Chemistry,73,BA,73,61,70,87,75,100
610,William,william.smith.610@gslingacademy.com,male,20,3.44,FALSE,FALSE,3.9,9.8,Twitter,3.180424153,4,Mathematics,60,BB,88,80,84,84,92,82
611,Courtney,courtney.patterson.611@gslingacademy.com,female,20,3.27,FALSE,FALSE,5.3,5.9,TikTok,3.3347144,5,Computer Science,64,AA,90,82,69,66,93,94
612,Kevin,kevin.hess.612@gslingacademy.com,male,25,3.09,FALSE,FALSE,3.6,9.5,TikTok,3.180424153,8,Physics,48,AA,76,84,88,84,89,87
613,Melissa,melissa.higgins.613@gslingacademy.com,female,18,3.42,FALSE,FALSE,3.4,9.5,Twitter,3.180424153,7,Physics,45,BB,92,90,78,67,86,71
614,Elizabeth,elizabeth.chavez.614@gslingacademy.com,female,20,2.33,FALSE,FALSE,3.2,6.6,Instagram,3.879685854,5,Chemistry,45,CC,61,99,67,95,98,89
615,Mary,mary.taylor.615@gslingacademy.com,female,20,3.76,FALSE,FALSE,3.1,8.9,TikTok,3.868448562,7,Mathematics,46,CC,80,70,96,72,99,65
616,Joshua,joshua.parker.616@gslingacademy.com,male,22,2.02,FALSE,FALSE,1.2,9.7,Instagram,0,7,Computer Science,45,BB,98,89,70,79,60,92
617,Joshua,joshua.kelly.617@gslingacademy.com,male,20,3.35,FALSE,FALSE,4.2,9.7,Twitter,0.189643354,6,Computer Science,61,AA,52,51,98,50,90,63
618,Travis,travis.ross.618@gslingacademy.com,male,23,3.21,FALSE,FALSE,5.4,8.4,Instagram,1.435851103,7,Physics,67,BA,89,85,93,90,91,88
619,Kenneth,kenneth.buchanan.619@gslingacademy.com,male,24,3.92,FALSE,FALSE,3.8,8.2,Instagram,2,7,Computer Science,61,BA,90,85,94,91,84,85
620,Ryan,ryan.clarke.620@gslingacademy.com,male,24,3.42,FALSE,TRUE,3.8,7.4,Instagram,0,2,Chemistry,50,AA,89,93,90,100,86,93
621,Gina,gina.solomon.621@gslingacademy.com,female,22,3.43,FALSE,FALSE,3.8,9,TikTok,4.153052116,10,Computer Science,72,BA,89,55,67,55,64,70
622,David,david.madden.622@gslingacademy.com,male,21,2.05,FALSE,FALSE,6.9,8.6,Instagram,5.458377883,7,Physics,45,AA,67,75,85,64,95,96
623,William,william.brennan.623@gslingacademy.com,male,23,2.33,FALSE,FALSE,2.2,9.1,TikTok,6.046184311,3,Computer Science,50,BA,81,95,67,66,71,66
624,Judy,judy.mckenzie.624@gslingacademy.com,female,18,3.68,TRUE,FALSE,3.9,9.9,Facebook,3.288905558,5,Physics,66,AA,98,88,66,62,95,90
625,Logan,logan.lindsey.625@gslingacademy.com,male,23,3.84,FALSE,FALSE,3.7,9.4,Instagram,3.913670758,2,Mathematics,66,AA,68,78,72,77,89,70
626,Kyle,kyle.williams.626@gslingacademy.com,male,25,3.82,FALSE,FALSE,3,7.1,Facebook,3.033631469,7,Chemistry,42,AA,62,92,95,65,89,95
627,Mark,mark.padilla.627@gslingacademy.com,male,21,2.99,FALSE,FALSE,3.7,6,Instagram,0,3,Computer Science,64,AA,86,78,87,64,65,64
628,Eugene,eugene.clark.628@gslingacademy.com,male,22,2.49,FALSE,TRUE,4.6,9.1,Facebook,3.577926222,5,Biology,55,CB,60,80,62,43,68,67
629,Sean,sean.wagner.629@gslingacademy.com,male,22,3.16,FALSE,TRUE,5.6,6.4,Twitter,1.907820932,10,Mathematics,78,AA,79,89,95,71,61,62
630,Christine,christine.larson.630@gslingacademy.com,female,19,3.56,TRUE,FALSE,1.5,7.9,Facebook,0,9,Physics,44,BB,98,66,83,92,82,91
631,Melinda,melinda.freeman.631@gslingacademy.com,female,24,3.58,FALSE,TRUE,9.6,6.2,Facebook,1.441816704,2,Physics,83,CC,84,80,70,65,89,64
632,Elizabeth,elizabeth.smith.632@gslingacademy.com,female,25,2.82,FALSE,TRUE,3.3,9.7,Telegram,3.180424153,,Chemistry,60,BB,99,89,100,73,86,88
633,Walter,walter.king.633@gslingacademy.com,male,19,2.98,FALSE,FALSE,3,9.9,Facebook,4.831341118,2,Physics,49,AA,72,89,68,85,80,75
634,Lisa,lisa.bean.634@gslingacademy.com,female,21,3.21,FALSE,FALSE,7.5,5.9,Facebook,2.683501291,8,Chemistry,69,BA,99,72,84,60,95,93
635,Douglas,douglas.hayes.635@gslingacademy.com,male,24,2.15,FALSE,TRUE,2.8,8.7,TikTok,2.4,2,Chemistry,50,AA,74,75,67,76,82,79
636,Heather,heather.jefferson.636@gslingacademy.com,female,22,2.73,FALSE,FALSE,7.1,5.9,Instagram,0.35511033,9,Computer Science,56,CB,98,62,70,67,71,70
637,Melinda,melinda.byrd.637@gslingacademy.com,female,19,2.92,TRUE,FALSE,3.6,8.7,Telegram,2.536915652,5,Physics,72,AA,95,60,99,87,58,66
638,Alexander,alexander.burnett.638@gslingacademy.com,male,25,3.51,FALSE,FALSE,4.8,8.1,TikTok,3.285707119,8,Mathematics,59,CC,64,99,88,72,87,99
639,Maria,maria.campos.639@gslingacademy.com,female,25,2.75,TRUE,FALSE,3.8,9.8,Telegram,4.102989251,2,Biology,71,BB,84,84,61,88,67,92
640,Lindsey,lindsey.anthony.640@gslingacademy.com,female,19,3.26,FALSE,TRUE,7.7,5.1,Instagram,4.627706768,8,Chemistry,55,BB,89,77,77,84,71,71
641,Darryl,darryl.schultz.641@gslingacademy.com,male,22,3.74,FALSE,FALSE,8.3,5.9,Facebook,0.133900039,4,Chemistry,79,CC,84,100,93,70,56,74
642,Bethany,bethany.french.642@gslingacademy.com,female,24,3.26,FALSE,TRUE,2.4,7.8,Instagram,3.490941794,2,Biology,45,CB,88,77,60,93,61,96
643,Tyler,tyler.scott.643@gslingacademy.com,male,19,2.37,FALSE,TRUE,4.2,9.2,Facebook,2.653258138,5,Physics,65,BB,86,62,80,47,85,71
644,Patricia,patricia.hall.644@gslingacademy.com,female,24,2.67,FALSE,FALSE,3.9,8,Telegram,7.2315,4,Mathematics,69,CC,85,90,89,85,80,68
645,Ryan,ryan.williams.645@gslingacademy.com,male,19,2.02,FALSE,FALSE,3.8,6.8,Facebook,8,6,Mathematics,62,BA,92,74,50,77,98,100
646,Levi,levi.mason.646@gslingacademy.com,male,22,2.7,FALSE,FALSE,7.6,8.5,Instagram,3.180424153,5,Chemistry,57,CC,72,64,61,75,68,83
647,Michael,michael.vang.647@gslingacademy.com,male,18,3.5,FALSE,FALSE,3.6,8.3,Facebook,2.400957826,6,Computer Science,60,BB,75,79,80,97,94,68
